card_id,customer_id,account_id,card_type,credit_limit,issue_date,processed_by_employee_id
26178,9199,22541,MasterCard,16589.53,2022-05-13,1210
26179,2727,22600,Discover,10271.29,2021-02-11,527
26180,19591,30920,Visa,9673.82,2021-04-15,913
26181,7853,7730,Discover,5605.63,2022-07-07,279
26182,3154,36830,Visa,5064.98,2021-06-26,706
26183,11018,18999,Amex,11238.94,2020-09-03,1222
26184,13465,21868,Discover,7205.74,2023-01-10,1373
26185,120,20796,Discover,16105.55,2020-08-03,1947
26186,3272,29958,Discover,15002.52,2020-09-11,1445
26187,15320,19635,Amex,3294.1,2022-08-10,1329
26188,14084,378,MasterCard,9557.62,2023-03-21,64
26189,2727,23849,Visa,1502.54,2024-03-23,290
26190,1759,15951,Discover,16714.27,2022-05-18,18
26191,16142,22718,Discover,17816.12,2021-04-07,64
26192,11261,9793,MasterCard,5263.87,2023-05-31,1898
26193,10362,3290,MasterCard,9590.98,2024-02-07,330
26194,15203,30623,Visa,4106.64,2024-06-22,1894
26195,9606,1657,MasterCard,5106.77,2024-06-08,763
26196,295,11607,Visa,6192.4,2022-06-23,1964
26197,12635,12584,MasterCard,11095.14,2020-08-01,1041
26198,2104,10758,Amex,1234.77,2023-12-07,443
26199,7823,18535,MasterCard,5701.55,2022-06-19,141
26200,11937,31544,Discover,6794.42,2021-02-27,1332
26201,379,37941,Amex,5335.99,2023-11-15,444
26202,13690,15041,MasterCard,3927.13,2022-10-24,496
26203,13054,39695,Amex,15143.95,2022-04-12,426
26204,8912,33711,MasterCard,7249.48,2024-01-26,1499
26205,9503,4608,MasterCard,5369.67,2020-11-18,1856
26206,15321,32957,Discover,10120.37,2021-05-29,1269
26207,17300,5428,MasterCard,18077.43,2023-10-30,450
26208,1681,355,Discover,14176.58,2022-11-16,1826
26209,7995,4472,Discover,3678.3,2024-06-03,351
26210,1495,30555,MasterCard,3209.58,2022-11-18,599
26211,19860,27747,Discover,5742.49,2020-12-29,711
26212,4327,36722,Discover,9242.64,2022-06-24,870
26213,1257,5844,Discover,4132.9,2021-04-25,1984
26214,13790,5998,Amex,19812.22,2021-04-16,1185
26215,5974,9226,MasterCard,14568.92,2020-11-28,1164
26216,15170,36651,Discover,4946.19,2021-11-20,1517
26217,13002,21596,MasterCard,13443.58,2021-04-22,1612
26218,12304,29025,MasterCard,3420.93,2024-04-01,1555
26219,8249,22562,Discover,7482.43,2021-02-23,393
26220,6043,13973,Amex,10783.78,2022-01-18,842
26221,1841,27496,MasterCard,13786.3,2021-05-11,401
26222,18856,39250,Discover,13201.37,2022-11-21,50
26223,3799,19259,MasterCard,13274.42,2022-08-27,744
26224,12051,8463,Visa,18995.58,2020-10-25,1319
26225,19552,20589,Discover,4638.92,2021-12-13,1449
26226,794,14737,Amex,7466.81,2022-02-12,906
26227,8656,10685,Amex,11001.19,2021-06-03,1036
26228,7779,17234,MasterCard,2421.29,2022-03-05,1359
26229,11363,37231,Visa,18773.14,2023-04-03,991
26230,12477,8420,Visa,18129.06,2023-04-30,1039
26231,11035,26204,MasterCard,17345.38,2022-11-07,28
26232,1992,2519,Discover,14665.36,2022-08-19,388
26233,4215,2767,Amex,17973.76,2021-11-28,1316
26234,17346,19065,Discover,2881.49,2020-09-21,1911
26235,2974,13751,Amex,6416.89,2020-09-19,833
26236,273,24430,MasterCard,12661.95,2021-08-11,250
26237,14116,8397,Amex,4997.2,2020-07-07,1529
26238,11250,1204,MasterCard,7268.05,2023-10-18,98
26239,17405,34703,Amex,19083.55,2020-10-27,1839
26240,12459,35511,Visa,18869.58,2022-03-03,1361
26241,6335,25990,MasterCard,2705.24,2021-06-26,1063
26242,13273,20750,Amex,17392.5,2022-07-17,1062
26243,7779,25116,Visa,15372.54,2023-11-04,1324
26244,15753,23133,Discover,15230.98,2021-10-01,179
26245,13732,33015,Discover,11520.49,2022-08-22,1633
26246,3319,22039,MasterCard,4627.48,2021-02-22,892
26247,11928,13980,MasterCard,3556.06,2021-12-30,1493
26248,711,27428,Amex,17329.88,2023-04-05,1306
26249,16450,4191,Discover,13044.9,2021-06-16,750
26250,18279,21545,Discover,18515.66,2023-02-14,1188
26251,4425,35412,MasterCard,13408.38,2020-12-08,453
26252,10223,20028,MasterCard,18608.7,2022-07-03,97
26253,2674,8617,Visa,19833.06,2024-05-14,1793
26254,11331,23018,Amex,12079.97,2022-07-13,309
26255,9687,11364,Amex,10759.85,2022-05-30,262
26256,7220,13178,Visa,10296.95,2022-01-08,293
26257,17727,8682,Visa,16024.26,2024-05-23,1794
26258,119,5605,MasterCard,7277.02,2023-11-03,249
26259,11630,31139,Visa,14178.4,2020-07-09,245
26260,5293,671,Amex,14560.68,2023-04-04,251
26261,108,1649,MasterCard,19592.31,2021-03-07,123
26262,6842,22123,Amex,9277.35,2021-12-11,325
26263,14790,8995,Amex,5377.56,2021-02-16,986
26264,18136,12606,Discover,6898.66,2024-01-23,1705
26265,15778,12812,Amex,15833.26,2021-01-02,1971
26266,10815,6234,Discover,18369.03,2023-02-27,501
26267,6020,33557,MasterCard,9802.7,2023-03-08,687
26268,13834,17636,Visa,12246.5,2024-05-08,1805
26269,16595,8514,Discover,7738.25,2023-03-30,1740
26270,17609,16619,Visa,12892.54,2022-06-17,1861
26271,7639,13907,Discover,18993.25,2021-05-10,1090
26272,11078,21289,Discover,15615.51,2022-12-19,1851
26273,5463,26128,Discover,11726.31,2021-05-26,836
26274,18725,17622,MasterCard,17970.24,2023-06-26,59
26275,8120,39666,Discover,2441.02,2023-11-12,731
26276,5538,21241,MasterCard,2806.03,2023-08-29,1522
26277,11316,28347,Visa,18043.77,2022-05-26,1397
26278,13512,2179,Visa,1570.09,2023-09-17,266
26279,19595,6919,Discover,16319.47,2021-03-22,1677
26280,11624,38134,Discover,13901.24,2020-10-20,236
26281,11644,38525,Visa,5460.72,2020-12-28,898
26282,1869,6545,Amex,17664.98,2022-07-10,218
26283,13909,32538,Discover,12441.83,2023-06-19,1551
26284,2887,29636,MasterCard,2888.28,2021-01-20,1838
26285,4462,31620,Amex,8818.59,2021-03-12,1465
26286,17233,14225,Amex,19471.13,2020-10-06,1674
26287,19865,2358,Amex,9142.7,2021-08-21,1430
26288,18408,35831,Discover,7528.73,2021-05-11,1768
26289,4350,29994,Discover,8753.97,2021-09-10,1625
26290,19188,29993,Amex,3507.39,2024-06-01,975
26291,10376,15522,Visa,13383.26,2022-06-10,589
26292,14389,29142,Visa,11928.09,2021-11-25,1672
26293,15894,24523,Amex,13886.27,2023-09-20,917
26294,5119,11391,Visa,1727.29,2024-07-01,1493
26295,6032,18679,Visa,11272.53,2022-12-13,918
26296,10446,33336,Discover,1373.92,2022-04-17,1134
26297,13371,22392,Discover,11470.45,2022-06-23,353
26298,11702,12790,Amex,5573.21,2023-07-04,1837
26299,6194,12354,Discover,5417.23,2020-12-10,91
26300,16723,9354,Discover,13970.47,2022-12-11,1960
26301,16373,7294,Visa,2545.5,2021-03-12,1906
26302,11494,25802,Amex,12728.59,2022-06-28,1942
26303,6339,19219,Visa,16321.96,2021-06-26,1438
26304,3533,17244,Visa,1174.74,2021-02-05,702
26305,14859,20200,Amex,3916.94,2023-06-27,73
26306,13664,27397,Amex,8634.31,2020-09-06,685
26307,9777,7825,MasterCard,6042.97,2022-06-19,1571
26308,14750,27348,Discover,8657.83,2023-10-25,722
26309,9886,7346,MasterCard,19295.09,2021-07-15,1322
26310,12656,25469,MasterCard,8513.83,2020-11-09,1669
26311,13561,14741,Amex,2804.92,2020-11-15,1307
26312,6914,22536,MasterCard,4867.15,2021-06-29,1529
26313,12447,19760,MasterCard,7155.69,2023-01-14,1222
26314,9298,36347,Amex,9704.67,2021-02-03,958
26315,7790,5721,Visa,8247.28,2024-03-16,1056
26316,1614,23393,Visa,19720.42,2023-04-03,648
26317,8980,21411,MasterCard,14009.23,2021-01-30,760
26318,18123,2319,Discover,1728.17,2023-12-09,871
26319,18079,5073,Amex,9539.41,2022-09-11,1365
26320,10475,34563,Visa,12948.64,2021-01-11,1682
26321,16023,5692,MasterCard,12820.56,2021-01-02,1358
26322,9090,34300,Visa,12996.85,2021-07-28,143
26323,10587,12763,MasterCard,12969.41,2023-09-08,1770
26324,13316,34036,Visa,11996.21,2021-02-24,1434
26325,19591,22998,Discover,19151.76,2021-05-17,949
26326,11505,38185,Discover,17334.79,2022-01-04,44
26327,3036,15876,Visa,8453.28,2022-12-05,32
26328,18198,5406,Discover,12719.99,2022-07-20,1767
26329,5280,34588,MasterCard,15025.43,2021-02-17,28
26330,476,20223,Amex,7311.14,2021-08-27,1020
26331,764,2156,Discover,15973.98,2021-01-06,423
26332,18336,4662,Visa,10400.9,2021-01-04,491
26333,6448,12882,Amex,2200.24,2022-12-09,160
26334,12982,35215,Visa,15100.68,2024-03-22,845
26335,2926,275,Amex,3866.29,2021-12-13,1231
26336,4535,14983,MasterCard,14912.15,2023-04-20,18
26337,3315,1681,Visa,2538.97,2022-04-02,1127
26338,17607,14795,Discover,9241.55,2023-09-07,1606
26339,12258,11506,Amex,10731.22,2023-08-23,1655
26340,4355,6291,Visa,11441.5,2022-06-03,1675
26341,7310,30105,Amex,10323.8,2023-12-14,672
26342,6371,28165,MasterCard,15627.79,2023-04-12,232
26343,4528,2537,Discover,3501.28,2024-03-09,1684
26344,9803,4485,Discover,15476.17,2022-01-30,1889
26345,13651,1866,Visa,1914.55,2021-06-19,424
26346,17542,2778,Discover,1430.19,2021-12-05,904
26347,15466,30566,MasterCard,9579.3,2023-04-20,755
26348,5727,19457,Discover,11481.27,2022-08-26,1571
26349,11712,14917,MasterCard,16506.41,2023-09-02,837
26350,6675,5120,Discover,16193.61,2020-10-27,894
26351,10310,2674,MasterCard,12599.68,2020-08-20,1891
26352,11871,21893,Discover,11114.61,2024-04-15,239
26353,4460,11940,MasterCard,16694.74,2020-12-18,1358
26354,9899,38306,MasterCard,5089.74,2021-08-10,149
26355,18629,33863,MasterCard,15194.33,2023-05-20,623
26356,14810,28938,Visa,16967.21,2021-11-17,1432
26357,8980,14161,MasterCard,3353.17,2022-01-06,17
26358,926,25624,Amex,10602.08,2022-03-03,914
26359,392,32872,Visa,8005.58,2023-09-14,226
26360,14888,31487,MasterCard,19804.2,2020-09-15,652
26361,13311,20471,Visa,19022.42,2022-05-02,1680
26362,11399,17908,Visa,16286.44,2023-11-15,260
26363,6351,20221,Discover,10824.5,2023-09-07,1753
26364,6376,8702,MasterCard,19556.95,2023-05-22,674
26365,18224,10548,Amex,1214.18,2021-09-16,1628
26366,7612,2069,MasterCard,14192.31,2023-10-06,174
26367,4737,30433,Discover,3825.78,2020-11-06,1867
26368,1565,11914,Discover,16306.31,2023-11-12,205
26369,15244,28966,MasterCard,6636.17,2022-05-21,415
26370,18931,21541,Discover,14088.38,2022-10-21,1532
26371,3213,37163,Visa,10081.41,2023-11-21,1177
26372,15267,25285,Visa,6028.67,2023-12-28,1127
26373,1874,21123,Amex,11282.89,2020-10-01,1738
26374,6438,27730,MasterCard,15835.35,2023-03-09,792
26375,3529,22252,Visa,11014.57,2024-01-10,1089
26376,17020,23606,Visa,15124.72,2021-08-26,1141
26377,18180,15157,MasterCard,13830.81,2024-04-20,1689
26378,11642,15570,Amex,5370.32,2022-02-28,1180
26379,1091,7802,MasterCard,6822.31,2022-05-17,1700
26380,1417,522,Amex,19717.37,2022-05-28,1106
26381,7487,21086,Visa,19003.82,2024-03-05,518
26382,10349,291,MasterCard,8519.06,2023-01-29,1858
26383,163,10852,MasterCard,15434.06,2021-12-01,1091
26384,17562,22909,Discover,11661.61,2021-11-12,1262
26385,14569,30679,Discover,5266.57,2022-01-10,1608
26386,19867,39351,Discover,17090.78,2021-09-27,1631
26387,14817,29028,Amex,1789.47,2021-01-05,1840
26388,16221,22240,Visa,9323.6,2021-02-01,979
26389,704,1512,MasterCard,19242.37,2022-04-19,1010
26390,17875,5467,MasterCard,14873.27,2024-04-08,1350
26391,11031,6569,Amex,10053.2,2022-08-14,590
26392,2795,1513,Visa,16073.51,2024-01-09,67
26393,2426,13199,Discover,11054.82,2021-09-11,1200
26394,3984,1701,Amex,9240.23,2021-07-29,1857
26395,2905,1723,Amex,3246.32,2023-07-18,684
26396,10794,27381,Amex,12089.66,2023-10-04,1502
26397,9426,1132,Visa,3806.16,2020-10-07,1279
26398,11996,36616,Visa,12128.67,2020-09-29,63
26399,19017,32646,Amex,1913.61,2023-10-11,814
26400,9000,3179,Visa,19231.06,2024-01-07,403
26401,17729,10580,Amex,4200.73,2022-04-12,1782
26402,7337,23111,Visa,12635.32,2021-08-24,192
26403,13872,18389,Amex,7218.06,2022-07-11,1353
26404,17233,9993,Amex,3211.2,2022-06-19,71
26405,14767,30838,Amex,13226.26,2021-03-03,878
26406,17560,16618,Discover,5785.33,2023-02-07,741
26407,9512,23090,Visa,19565.43,2024-02-06,946
26408,1205,33921,Amex,19504.6,2021-01-26,1087
26409,19933,30318,Visa,19462.22,2021-04-26,1321
26410,15764,8473,Visa,11075.15,2024-02-06,245
26411,4787,30718,MasterCard,16461.65,2020-10-03,519
26412,16579,21327,Amex,11960.12,2023-07-01,393
26413,4077,28101,Visa,12981.88,2021-07-04,772
26414,13949,37974,Visa,5331.05,2024-03-14,1625
26415,1171,32757,Discover,13913.76,2021-02-25,1201
26416,8586,23920,MasterCard,9015.39,2022-12-30,1228
26417,4417,13332,Amex,1117.93,2024-04-02,1670
26418,4598,15362,Visa,1927.53,2021-05-10,1618
26419,18528,21774,Amex,18918.43,2023-08-09,1557
26420,4813,25406,Visa,17191.47,2021-02-10,911
26421,10184,29844,Discover,6317.13,2023-03-07,1152
26422,5798,9373,Discover,5452.01,2020-10-14,1219
26423,10846,13456,Discover,15067.88,2023-06-27,1218
26424,10490,16439,Amex,17978.27,2021-08-09,184
26425,5115,15469,Discover,14067.59,2021-04-13,247
26426,17557,6722,Discover,10130.17,2021-08-17,1897
26427,16031,30744,Amex,18139.21,2022-08-11,1896
26428,5470,770,Amex,17990.84,2021-06-19,324
26429,10309,26179,Amex,14679.81,2021-03-09,160
26430,11703,6181,Visa,1137.64,2022-05-21,706
26431,3347,8215,Amex,11633.68,2024-07-02,622
26432,11540,6357,MasterCard,16760.83,2024-04-28,925
26433,17811,28939,Discover,14596.46,2024-03-25,66
26434,13812,21705,Visa,6402.18,2021-08-18,930
26435,17130,36700,Discover,8212.94,2024-03-08,254
26436,17580,37218,MasterCard,6413.05,2023-11-23,283
26437,17864,20387,Discover,6297.33,2021-10-08,1084
26438,9449,6167,Visa,13667.54,2023-12-27,118
26439,11712,17492,Amex,14997.3,2020-09-23,423
26440,3911,19359,Discover,13688.44,2023-03-21,556
26441,4209,19860,Amex,7575.02,2020-10-31,1746
26442,17777,8482,Amex,18848.16,2020-07-09,36
26443,19682,1031,Visa,9489.05,2021-01-11,531
26444,16071,238,Discover,14204.06,2021-10-29,91
26445,10972,6255,Amex,9367.97,2020-12-09,1325
26446,8746,11649,Visa,7929.09,2020-10-12,1748
26447,13225,2626,Discover,19996.4,2023-10-04,1941
26448,12477,189,Amex,7351.15,2023-07-07,1943
26449,2521,27060,Amex,19434.64,2022-04-27,1758
26450,394,17521,Visa,9148.22,2023-03-02,1241
26451,10807,26524,Discover,4058.59,2021-09-18,1759
26452,7278,20290,Visa,4380.52,2021-04-27,1947
26453,3332,19717,MasterCard,8213.86,2023-07-19,98
26454,3175,14506,Amex,17395.21,2023-10-16,1480
26455,12664,30320,Amex,19134.42,2021-03-21,531
26456,6480,24992,Visa,6172.19,2021-03-01,1833
26457,7433,976,Visa,19588.46,2024-03-04,538
26458,19859,31771,Amex,17975.94,2022-02-22,1052
26459,541,17173,Discover,10126.75,2023-12-15,1600
26460,5904,19926,MasterCard,17987.46,2022-04-24,1348
26461,1094,4482,Amex,14921.21,2023-10-06,1247
26462,9858,3779,MasterCard,1470.33,2022-09-19,80
26463,10633,15961,MasterCard,11545.66,2021-05-29,563
26464,19376,17363,MasterCard,18981.7,2023-10-12,1482
26465,4498,9933,Visa,10865.59,2021-04-28,614
26466,9664,6234,Visa,17709.78,2021-01-09,176
26467,10942,33090,MasterCard,8733.74,2023-04-30,522
26468,12469,31314,MasterCard,19140.36,2022-08-29,1773
26469,1975,2829,Amex,10638.01,2021-06-06,1481
26470,10853,27476,Discover,1546.82,2023-10-05,423
26471,19548,35575,MasterCard,6282.33,2021-07-04,1124
26472,928,19162,Discover,14150.87,2023-05-15,1914
26473,133,20606,Discover,9976.03,2023-01-21,1764
26474,7801,21603,Amex,17734.37,2021-11-01,1427
26475,11546,16927,Discover,17503.27,2021-10-17,576
26476,9682,23857,MasterCard,16597.13,2024-04-26,1404
26477,9759,28667,Amex,7416.86,2022-08-23,531
26478,14410,21223,Discover,19404.45,2022-01-16,332
26479,19094,16998,Visa,16756.69,2021-04-15,1342
26480,8904,30027,Visa,2657.32,2020-09-13,653
26481,9804,15747,Amex,6972.56,2021-07-29,1561
26482,4125,19337,Amex,6501.44,2021-05-12,740
26483,895,3216,Amex,8248.11,2022-11-11,1113
26484,6691,23143,MasterCard,9737.19,2024-07-01,1628
26485,6952,8064,Amex,7216.79,2024-05-22,511
26486,16374,558,Discover,1528.95,2022-03-28,42
26487,16223,8699,Amex,15223.98,2022-09-24,885
26488,144,6744,Discover,2859.47,2020-07-26,1831
26489,17774,13685,Amex,15503.16,2023-03-27,1950
26490,5438,30065,MasterCard,11947.82,2023-02-25,1413
26491,9000,27404,MasterCard,19647.48,2023-10-03,81
26492,7424,18646,MasterCard,13729.06,2022-09-04,402
26493,5097,10001,Visa,1469.89,2022-10-25,107
26494,17754,33474,Discover,9913.85,2024-03-17,1135
26495,10060,16522,Visa,3688.23,2022-01-31,1301
26496,10833,4971,Visa,12153.51,2022-04-17,1238
26497,2227,13638,Visa,10104.05,2021-12-10,1767
26498,11175,17482,Visa,2030.52,2021-06-18,1842
26499,16212,3922,Amex,6306.38,2022-02-24,506
26500,10727,20645,Discover,1200.38,2023-09-11,1145
26501,8764,15611,Discover,10249.94,2022-02-17,1158
26502,1333,20685,Visa,8807.89,2022-12-12,1842
26503,4664,4994,Amex,12805.53,2022-11-25,720
26504,19927,18586,Discover,6802.36,2024-06-21,1986
26505,8791,16609,Discover,8537.59,2022-03-28,1395
26506,9948,393,Amex,7515.68,2022-06-10,257
26507,11132,28730,Amex,18375.79,2021-02-13,1721
26508,18439,22504,MasterCard,6942.03,2023-03-20,1822
26509,7564,20874,Discover,4671.66,2022-07-26,954
26510,16431,15080,Amex,4669.09,2023-06-03,1899
26511,18879,6952,MasterCard,3651.18,2021-11-26,1204
26512,7168,36931,Discover,14215.07,2020-12-11,933
26513,1348,9136,Discover,11053.57,2021-05-31,1072
26514,7129,549,Amex,4181.33,2021-08-20,1623
26515,18930,7713,Amex,15149.63,2022-01-16,897
26516,17089,35633,Amex,6984.53,2021-05-23,19
26517,13522,13108,Amex,7306.19,2021-08-15,1070
26518,4062,36618,Amex,10833.1,2024-05-15,451
26519,16229,4829,Discover,4447.6,2022-11-24,898
26520,2861,27656,MasterCard,19960.34,2022-03-18,1080
26521,18089,1990,Discover,17170.14,2022-08-14,741
26522,4813,38880,Discover,12374.9,2024-06-22,1681
26523,10002,13640,Amex,18630.29,2023-02-06,1116
26524,11500,2933,Discover,18689.37,2022-08-06,82
26525,3160,23940,Discover,15945.81,2021-10-27,737
26526,12137,4144,Visa,16073.1,2021-10-03,79
26527,902,7516,MasterCard,7028.14,2022-06-30,1686
26528,6645,30134,Amex,5679.62,2021-07-28,1897
26529,364,18037,Discover,8995.73,2022-07-29,283
26530,14381,8300,MasterCard,18712.02,2021-12-17,1335
26531,14399,38663,MasterCard,8099.3,2022-08-30,997
26532,6825,11487,MasterCard,9521.47,2023-12-09,160
26533,15046,30098,Discover,14256.26,2023-03-03,1340
26534,12941,10410,MasterCard,10046.07,2020-10-12,1901
26535,12307,27414,MasterCard,9941.71,2023-04-18,1692
26536,483,8470,Visa,11832.21,2021-03-15,1180
26537,10943,5057,Discover,2263.51,2023-03-04,888
26538,16727,10219,MasterCard,9801.92,2023-11-03,1738
26539,4633,11295,Discover,19518.93,2023-10-25,468
26540,8789,29114,Amex,10911.29,2024-02-15,1945
26541,14344,34848,Visa,4953.06,2023-02-24,853
26542,16966,13480,Discover,14620.27,2021-12-17,462
26543,15804,21110,Visa,3582.24,2023-02-20,854
26544,9843,8337,MasterCard,8544.59,2023-05-02,117
26545,8429,1735,Discover,1804.83,2021-04-24,1690
26546,5639,20294,Amex,14289.16,2024-03-17,364
26547,9710,7934,Visa,6974.32,2020-10-15,1867
26548,11040,877,Discover,11704.59,2021-08-09,1655
26549,8026,2528,Visa,9871.16,2023-05-20,1735
26550,2377,28520,MasterCard,3789.54,2020-10-03,1937
26551,9972,21103,Visa,17953.23,2023-07-30,466
26552,17080,27967,MasterCard,2541.83,2023-11-09,1799
26553,13323,37896,MasterCard,13523.41,2023-02-16,184
26554,4743,33453,Discover,19881.72,2021-04-27,1984
26555,10396,37847,Amex,18345.27,2021-11-10,660
26556,9684,31544,MasterCard,11481.34,2024-05-21,1190
26557,6093,14744,Visa,18246.04,2021-07-10,75
26558,5447,33071,MasterCard,18930.16,2023-07-29,1772
26559,8076,33239,Amex,13968.58,2021-06-28,826
26560,15536,29414,MasterCard,8473.9,2022-08-05,1296
26561,2001,2391,Amex,11025.73,2023-01-24,1715
26562,16764,12153,Amex,9495.21,2023-06-24,503
26563,15638,6168,MasterCard,18013.03,2021-05-25,795
26564,10235,13603,Amex,3050.84,2022-10-14,1587
26565,410,4181,MasterCard,2211.31,2022-05-14,587
26566,13214,14445,Discover,15715.85,2020-09-05,656
26567,3813,31742,Discover,19265.6,2021-10-15,1367
26568,3297,30758,Visa,5115.65,2022-08-28,700
26569,16365,3244,MasterCard,16761.81,2021-12-27,635
26570,15488,19131,Discover,13057.75,2023-08-10,844
26571,18879,9689,Discover,17930.9,2021-11-27,1275
26572,5521,39753,Discover,15406.05,2020-08-05,1832
26573,10915,39813,Amex,6943.41,2021-11-24,835
26574,12892,29703,Amex,16402.05,2023-12-13,1154
26575,8448,4867,Discover,1296.35,2023-10-30,764
26576,13483,8770,Amex,2133.15,2021-07-27,358
26577,10609,33699,Visa,9496.28,2021-08-27,1968
26578,6827,31448,Discover,6301.25,2020-08-07,692
26579,9780,29209,MasterCard,10889.6,2021-03-14,1432
26580,12681,25750,Amex,14572.58,2022-02-08,1885
26581,19602,16149,Amex,19316.17,2022-05-01,1519
26582,14023,9873,MasterCard,2331.92,2022-04-21,622
26583,9119,24248,Discover,3866.74,2023-04-03,482
26584,19712,24779,MasterCard,8315.69,2023-11-28,980
26585,15853,1410,Visa,9608.6,2023-02-17,1874
26586,9483,22409,Visa,13031.68,2021-09-06,1102
26587,1686,13858,MasterCard,11961.05,2022-09-25,978
26588,6327,25778,Discover,4243.96,2021-11-30,1538
26589,8353,14907,MasterCard,9892.16,2022-07-14,1345
26590,12708,39373,Visa,5438.75,2024-06-13,1812
26591,19746,29714,Amex,1905.2,2022-09-29,290
26592,19847,18432,MasterCard,12836.25,2021-06-03,1321
26593,3853,4050,Amex,9970.2,2023-02-27,1705
26594,17184,39944,Visa,7467.79,2023-08-17,752
26595,19269,1248,Amex,9768.36,2023-07-22,1995
26596,10085,36692,Discover,15266.28,2022-03-11,1499
26597,18818,16253,Visa,16156.48,2023-12-02,23
26598,13292,29228,Discover,8817.87,2024-06-05,806
26599,1525,39362,Visa,9843.78,2021-11-02,172
26600,4087,36297,Discover,15459.0,2023-12-12,835
26601,14034,11743,Visa,3853.52,2021-10-09,318
26602,9586,29953,MasterCard,14968.74,2021-10-30,908
26603,11185,21501,Visa,2191.0,2022-02-04,798
26604,11164,11553,Discover,16117.93,2021-06-04,991
26605,7438,28941,MasterCard,7702.37,2021-02-01,855
26606,18830,33317,MasterCard,2815.39,2021-06-28,1217
26607,9262,18264,Amex,5106.83,2020-11-26,681
26608,2994,37481,Amex,3353.63,2023-03-30,916
26609,680,31114,Amex,5253.77,2022-11-02,1142
26610,17755,22259,MasterCard,13530.69,2023-10-08,1030
26611,13725,30735,Discover,6873.59,2022-02-26,843
26612,10838,10847,Discover,4456.57,2021-05-09,483
26613,13127,25662,Discover,8717.76,2022-06-24,132
26614,4588,33027,Visa,1543.16,2021-02-05,1117
26615,7027,27024,MasterCard,11728.62,2023-12-09,1787
26616,1040,35182,Amex,9601.99,2024-06-03,1546
26617,12464,13310,Discover,2364.93,2024-05-01,1587
26618,7378,27771,Amex,12671.97,2023-12-06,861
26619,14120,38516,MasterCard,3690.63,2022-06-09,294
26620,19785,27265,MasterCard,17088.3,2020-10-02,641
26621,17959,10096,MasterCard,3672.45,2022-08-18,1000
26622,10777,36388,Amex,8511.73,2024-02-15,392
26623,14604,36069,Discover,4735.61,2020-09-18,249
26624,18094,2688,Visa,6780.86,2022-02-13,1638
26625,8324,4046,Discover,8840.4,2022-11-27,1873
26626,9431,15715,Visa,15077.85,2024-06-19,1619
26627,7868,11609,Visa,1695.21,2021-11-07,703
26628,18947,22216,Visa,18921.29,2021-03-25,1441
26629,14274,23427,Visa,15258.25,2021-05-08,1167
26630,16046,651,Visa,4283.64,2020-10-14,1261
26631,19807,27570,Visa,14381.23,2021-10-20,287
26632,17551,16142,Visa,3401.94,2021-07-04,277
26633,19109,30575,Visa,3829.73,2022-10-04,387
26634,5348,21952,MasterCard,10310.17,2023-07-08,1406
26635,17456,36189,Discover,8993.77,2022-01-25,450
26636,242,7210,Discover,9733.98,2022-04-21,291
26637,3198,20368,MasterCard,3922.29,2021-01-27,1193
26638,723,24960,Visa,1775.1,2021-12-29,443
26639,17313,20088,Amex,18626.21,2021-07-10,656
26640,6906,12504,Amex,19412.6,2024-07-01,1208
26641,8103,470,Amex,3824.77,2023-08-24,1069
26642,16838,15164,Visa,14783.75,2021-04-28,1779
26643,7918,17896,Visa,8428.7,2021-09-22,827
26644,2435,33751,Discover,1352.11,2022-07-11,1970
26645,5093,3388,Amex,14759.68,2023-06-12,1292
26646,2998,26391,MasterCard,10767.77,2024-02-12,476
26647,5958,23716,Visa,18695.63,2023-01-07,253
26648,2227,20471,Discover,14148.79,2022-04-26,1420
26649,3917,23285,Visa,7857.22,2023-11-17,289
26650,6104,17220,Amex,7357.91,2023-05-30,1236
26651,3903,13165,Visa,7313.3,2021-02-20,1000
26652,15298,37653,Discover,7521.59,2023-01-15,1713
26653,9985,8236,Amex,4634.74,2022-06-25,21
26654,19155,18078,Discover,1595.41,2021-10-06,316
26655,12839,35377,Discover,1905.79,2021-09-02,564
26656,11221,32414,MasterCard,7529.63,2021-06-05,1462
26657,6815,21053,MasterCard,19286.45,2024-06-28,1447
26658,4252,717,Amex,8942.67,2021-02-26,1257
26659,242,18269,Visa,18406.59,2022-02-01,1969
26660,17490,16672,Visa,17334.34,2023-04-29,123
26661,1337,38531,Visa,18018.54,2021-01-22,874
26662,5192,5341,Amex,14437.0,2021-10-20,960
26663,12109,24623,Discover,4182.14,2020-08-04,1636
26664,7734,32772,Amex,6000.93,2020-09-26,214
26665,5446,29601,Amex,9330.88,2021-07-07,1946
26666,2598,11088,Discover,8410.56,2020-08-28,839
26667,1889,21098,Visa,1582.64,2021-03-18,647
26668,7028,13644,Discover,4326.85,2023-03-20,968
26669,1502,36623,MasterCard,3287.77,2022-03-25,1854
26670,8325,16849,Visa,7746.24,2020-08-05,730
26671,12167,33421,Discover,1198.04,2022-04-26,600
26672,7150,9449,Discover,7810.89,2023-10-14,792
26673,11275,36968,Amex,15110.61,2020-10-21,40
26674,14562,20714,Amex,4510.67,2020-10-09,752
26675,8255,15928,Discover,15852.75,2023-02-21,1356
26676,18335,26553,Amex,11594.79,2023-08-22,943
26677,17940,23677,Discover,16039.51,2023-02-07,648
